,ICD10,ICD10_formatted,PHECODE
297,B20.2,B202,79.0
298,H25.9,H259,366.2
299,H18.5,H185,364.5
300,D10.9,D109,210.0
301,B33.2,B332,420.0
302,N84.8,N848,622.1
303,G41.9,G419,345.1
304,R25.3,R253,350.1
305,H54.5,H545,367.9
306,M54.5,M545,760.0
307,G47.3,G473,327.3
308,Q85.1,Q851,759.0
309,R53,R53,798.0
310,J86.9,J869,506.0
311,B20.2,B202,71.1
312,L25,L25,939.0
313,F98.1,F981,313.0
314,G00.3,G003,320.0
315,C08.8,C088,145.3
316,T27.5,T275,1000.0
317,S16,S16,723.0
318,O22.2,O222,671.0
319,G90.1,G901,752.2
320,S16,S16,870.6
321,S16,S16,1009.0
322,K62.9,K629,565.0
323,D69.8,D698,287.0
324,J18.0,J180,480.5
325,R01.1,R011,396.0
326,D46.4,D464,200.0
327,T38.1,T381,962.0
328,A60.0,A600,54.0
329,B94.1,B941,323.0
330,G93.8,G938,348.9
331,H65.9,H659,381.1
332,A30.3,A303,31.1
333,L02.4,L024,686.1
334,R93.6,R936,793.0
335,T31.3,T313,1000.0
336,N28.9,N289,586.0
337,Q80-Q89.9,Q80-Q899,759.0
338,Q24,Q24,747.1
339,K83.2,K832,575.8
340,D16.3,D163,213.0
341,M22.2,M222,741.0
342,G25.9,G259,333.0
343,R25.1,R251,350.1
344,G56.8,G568,351.0
345,K44.1,K441,550.2
346,D04.1,D041,172.3
347,T11.8,T118,1009.0
348,Y49.6,Y496,969.0
349,B90,B90,10.0
350,J30,J30,476.0
351,S94.8,S948,907.0
352,M86.8,M868,710.12
353,M02.2,M022,1011.0
354,D64.0,D640,285.3
355,I83.1,I831,454.11
356,D28.1,D281,221.0
357,S64.2,S642,907.0
358,E43,E43,1002.0
359,T78.9,T789,783.0
360,T70,T70,1014.0
361,E43,E43,277.0
362,S43.3,S433,1009.0
363,M51.8,M518,722.0
364,O32.9,O329,652.0
365,D40.9,D409,187.8
366,N98.9,N989,1011.0
367,P04,P04,658.0
368,T60.4,T604,989.0
369,K67,K67,567.0
370,C39.8,C398,165.0
371,S43.3,S433,830.0
372,M02.2,M022,716.9
373,Q61.1,Q611,751.21
374,L70.0,L700,706.1
375,A06.8,A068,8.0
376,Q05.4,Q054,752.11
377,N27,N27,586.11
378,H36,H36,362.7
379,E43,E43,263.0
380,I32,I32,420.21
381,S74.8,S748,907.0
382,J43.8,J438,496.1
383,R20-R23.9,R20-R239,687.4
384,I74.0,I740,444.2
385,K14,K14,529.0
386,S02.3,S023,819.0
387,S71.0,S710,870.0
388,M05.9,M059,714.1
389,N05.3,N053,580.11
390,Q65.6,Q656,755.61
391,H93.2,H932,389.5
392,Q63.8,Q638,751.22
393,D81.2,D812,279.1
394,D15,D15,212.0
395,S71.0,S710,871.0
396,F81.8,F818,315.1
397,F82,F82,315.0
398,M02.8,M028,711.2
399,T95.2,T952,1000.0
400,H02.9,H029,374.0
401,O90.5,O905,649.0
402,K38.8,K388,540.0
403,Q23.0,Q230,747.12
404,Q90,Q90,758.1
405,S24.1,S241,952.0
406,R35,R35,599.5
407,B15.9,B159,70.1
408,D19.7,D197,229.0
409,E87.5,E875,276.13
410,F23.2,F232,295.3
411,N83.7,N837,617.0
412,M02.8,M028,711.0
413,D00-D09.9,D00-D099,187.0
414,H60.3,H603,380.1
415,Z93.5,Z935,599.0
416,D81.0,D810,279.1
417,T85.1,T851,859.0
418,S24.1,S241,907.0
419,L43.8,L438,695.7
420,R25.8,R258,350.1
421,M48.1,M481,721.8
422,Q10.2,Q102,749.0
423,N04.8,N048,580.2
424,T78.3,T783,946.0
425,A02.0,A020,8.5
426,T44.6,T446,971.0
427,Q05.2,Q052,752.11
428,D43.4,D434,191.0
429,L72.1,L721,704.0
430,G47.4,G474,347.0
431,O90.2,O902,674.0
432,T57.3,T573,989.0
433,T78.3,T783,947.0
434,C15.0,C150,150.0
435,L72.1,L721,706.2
436,A21.2,A212,480.1
437,O82.0,O820,669.0
438,Q63.1,Q631,751.22
439,S48.1,S481,872.0
440,H26,H26,366.0
441,Q52.8,Q528,751.11
442,K92.2,K922,578.9
443,F43.9,F439,304.0
444,K45,K45,550.0
445,A75.9,A759,136.0
446,A50.3,A503,90.0
447,Q91.3,Q913,758.1
448,K90.4,K904,557.0
449,J17.2,J172,117.0
450,S20.2,S202,916.0
451,S86,S86,1009.0
452,K28.6,K286,531.1
453,C83.1,C831,202.2
454,E23.1,E231,258.0
455,A25.9,A259,41.0
456,J95.9,J959,519.2
457,O33.7,O337,652.0
458,K21,K21,530.11
459,M99.4,M994,720.0
460,F64.8,F648,302.0
461,J17.2,J172,480.0
462,D59.5,D595,285.8
463,F92.9,F929,312.0
464,F52.3,F523,302.0
465,I28.1,I281,415.0
466,A17.8,A178,10.0
467,Q04.8,Q048,752.2
468,G00-G09.9,G00-G099,323.0
469,S76.1,S761,1009.0
470,N85.3,N853,674.0
471,L68.8,L688,704.2
472,A69.1,A691,130.0
473,C96.0,C960,277.0
474,G00-G09.9,G00-G099,323.8
475,P36.5,P365,657.0
476,M41.4,M414,737.3
477,R61,R61,705.8
478,O62.8,O628,661.0
479,B23.8,B238,71.1
480,F32.1,F321,296.2
481,T44.4,T444,971.0
482,J98.0,J980,479.0
483,S72.9,S729,800.2
484,C96.0,C960,202.0
485,A02.2,A022,8.5
486,M99.5,M995,720.0
487,G51.0,G510,352.2
488,L12.1,L121,695.22
489,E22.0,E220,253.11
490,M84.4,M844,743.2
491,J34.8,J348,479.0
492,T92.2,T922,803.0
493,G94.1,G941,331.1
494,R91,R91,514.0
495,T48.1,T481,975.0
496,K74.3,K743,571.6
497,T83.5,T835,857.0
498,J93.8,J938,506.0
499,D75.9,D759,289.0
500,K66.9,K669,568.0
501,J98.4,J984,510.0
502,M15.0,M150,740.2
503,H47.1,H471,377.0
504,C68.1,C681,189.4
505,C02.3,C023,145.2
506,T83.5,T835,81.0
507,L27.0,L270,939.0
508,I49.8,I498,427.3
509,B57.5,B575,133.0
510,I28.8,I288,415.0
511,I89.8,I898,450.0
512,L27.0,L270,687.1
513,C16.0,C160,151.0
514,L27.0,L270,1010.0
515,S81,S81,871.0
516,T47,T47,973.0
517,O70.0,O700,665.0
518,C97-C97.9,C97-C979,195.1
519,O73,O73,669.0
520,J30.1,J301,476.0
521,B00.2,B002,54.0
522,T53.2,T532,981.0
523,P05.0,P050,637.0
524,T40.9,T409,969.0
525,K58.0,K580,564.1
526,Y36.9,Y369,1009.0
527,B50.0,B500,133.0
528,Q62,Q62,751.3
529,F12.5,F125,316.0
530,T62.9,T629,988.0
531,L05.9,L059,686.3
532,G11.4,G114,334.1
533,P26.1,P261,656.2
534,C77.0,C770,198.1
535,M71.1,M711,727.2
536,N36.8,N368,597.0
537,L08.0,L080,686.5
538,I47.9,I479,427.1
539,R64,R64,260.1
540,D07.0,D070,182.0
541,O84.0,O840,651.0
542,K08.2,K082,525.2
543,D32.1,D321,225.2
544,O71.4,O714,665.0
545,O84.0,O840,634.0
546,Q55.9,Q559,751.1
547,Q72.0,Q720,755.6
548,F98.5,F985,313.2
549,S61.8,S618,871.0
550,H18.9,H189,364.0
551,Q82.4,Q824,691.0
552,P51,P51,656.4
553,R27,R27,350.3
554,A71,A71,369.0
555,S84.1,S841,907.0
556,C63.1,C631,187.1
557,P35.8,P358,657.0
558,B17.1,B171,70.3
559,R76.0,R760,279.7
560,J80,J80,509.2
561,E84.9,E849,499.0
562,G61.9,G619,357.0
563,N83.1,N831,628.0
564,N00.7,N007,580.11
565,G57.8,G578,351.0
566,A50,A50,90.0
567,H67,H67,381.11
568,C81-C96.9,C81-C969,202.2
569,I21,I21,411.2
570,S66.1,S661,1009.0
571,G00.2,G002,320.0
572,S52.2,S522,803.2
573,D82.0,D820,279.1
574,D13.1,D131,211.0
575,G47.2,G472,327.6
576,H67.1,H671,381.1
577,Z73.4,Z734,389.0
578,T63.2,T632,979.0
579,H28.1,H281,366.0
580,N00,N00,580.0
581,F95,F95,313.2
582,C32.3,C323,149.4
583,T63.2,T632,913.0
584,Q65.3,Q653,755.61
585,Q64.5,Q645,751.2
586,Q22.6,Q226,747.12
587,G63.2,G632,250.6
588,E28.0,E280,256.1
589,T63.2,T632,1015.0
590,C77.5,C775,198.1
591,C45.7,C457,195.1
592,Q77.0,Q770,756.0
593,I05.9,I059,394.2
594,D23.0,D230,216.0
595,T84.1,T841,858.0
596,C69.2,C692,190.0
597,B33.8,B338,79.0
598,T91.4,T914,1008.0
599,R94.1,R941,346.0
600,F93,F93,313.0
601,S39.7,S397,1009.0
602,F03,F03,290.1
603,B95.6,B956,41.1
604,K51.9,K519,555.2
605,O15.2,O152,642.1
606,K27.6,K276,531.4
607,Q98.8,Q988,758.1
608,S39.7,S397,915.0
609,S66.4,S664,1009.0
610,L60.9,L609,703.0
611,J18.8,J188,480.0
612,Y87.0,Y870,297.2
613,Q55.1,Q551,751.1
614,T46.8,T468,972.0
615,P08,P08,658.0
616,O92.1,O921,676.0
617,Q81.2,Q812,691.0
618,R82.3,R823,285.8
619,N48.9,N489,604.0
620,N16,N16,590.0
621,C48.0,C480,159.4
622,J90,J90,507.0
623,Y57.4,Y574,979.0
624,P01.5,P015,658.0
625,G61.8,G618,357.0
626,I50.9,I509,428.2
627,M95.4,M954,738.0
628,A41.4,A414,38.0
629,I77.6,I776,446.9
630,N39.2,N392,269.0
631,N60.1,N601,610.1
632,D25.1,D251,218.1
633,M40.1,M401,737.1
634,H83.3,H833,389.3
635,R87.8,R878,1010.0
636,K00.2,K002,520.1
637,S23.2,S232,830.0
638,C47.3,C473,170.2
639,C47,C47,170.2
640,Q38.1,Q381,750.13
641,H60.8,H608,380.1
642,R01,R01,396.0
643,Q53.2,Q532,751.12
644,C18.4,C184,153.2
645,N95.0,N950,627.1
646,G80.3,G803,333.4
647,L04.2,L042,289.4
648,A79.0,A790,136.0
649,I84.3,I843,455.0
650,R60.1,R601,782.3
651,O03.1,O031,634.0
652,C04.0,C040,145.5
653,O32.8,O328,652.0
654,N32.1,N321,596.0
655,J39.3,J393,479.0
656,A80.1,A801,324.0
657,Y55.4,Y554,975.0
658,G35,G35,335.0
659,C15.2,C152,150.0
660,T55,T55,989.0
661,S65.1,S651,1007.0
662,S84,S84,907.0
663,R87,R87,1010.0
664,D50.1,D501,280.1
665,O69.0,O690,663.0
666,G51.1,G511,352.2
667,R89.7,R897,1010.0
668,E13.4,E134,250.24
669,S70,S70,915.0
670,T24.2,T242,1000.0
671,L67.0,L670,704.8
672,L56.0,L560,938.1
673,Z03.1,Z031,195.0
674,R89.5,R895,1010.0
675,F10.6,F106,317.1
676,E24,E24,255.11
677,R29.8,R298,781.0
678,N87.0,N870,180.3
679,Q42.1,Q421,750.21
680,Q86.0,Q860,658.0
681,O98.1,O981,647.0
682,Y58.8,Y588,941.0
683,S22.3,S223,807.0
684,D57.3,D573,282.5
685,H01.8,H018,371.3
686,B83,B83,134.1
687,T38.4,T384,962.0
688,B83,B83,134.0
689,E74.0,E740,271.9
690,T38.4,T384,963.0
691,O46.9,O469,635.2
692,N88.1,N881,617.0
693,M20-M25.9,M20-M259,716.9
694,L57.0,L570,702.1
695,K81.9,K819,574.3
696,B55.2,B552,133.0
697,H16.2,H162,370.3
698,H66.9,H669,381.11
699,M20-M25.9,M20-M259,741.0
700,O03.5,O035,634.0
701,S70.9,S709,915.0
702,K90.3,K903,577.0
703,K59.9,K599,564.0
704,E13.7,E137,250.2
705,T40.2,T402,969.0
706,F45.2,F452,303.4
707,G56.4,G564,351.0
708,D62,D62,285.1
709,M14.6,M146,713.5
710,G53.0,G530,53.1
711,G73.1,G731,358.0
712,Q98.5,Q985,758.1
713,C26.0,C260,153.2
714,L93.0,L930,695.41
715,K30,K30,785.0
716,K76.5,K765,573.0
717,Y55.1,Y551,975.0
718,C39.0,C390,165.0
719,M61,M61,728.1
720,J99,J99,510.0
721,Q38.7,Q387,750.13
722,O92.6,O926,612.1
723,C57.0,C570,184.1
724,Q21,Q21,747.11
725,T02.5,T025,800.0
726,B05.3,B053,381.1
727,M75,M75,726.0
728,G47.0,G470,327.41
729,N92.3,N923,626.14
730,B66.1,B661,134.0
731,H69.8,H698,381.2
732,Q34.8,Q348,748.0
733,S56.5,S565,1009.0
734,O62.0,O620,661.0
735,T67.7,T677,1014.0
736,A22.0,A220,686.0
737,H72.0,H720,384.4
738,T95.9,T959,1000.0
739,H51.2,H512,378.0
740,H74.0,H740,385.5
741,F43.1,F431,300.9
742,T45.3,T453,963.0
743,J01.0,J010,464.0
744,K13.2,K132,528.6
745,K29.4,K294,535.2
746,Y65.3,Y653,1011.0
747,S37.5,S375,1008.0
748,R79.9,R799,790.6
749,D53.0,D530,281.0
750,S85.0,S850,1007.0
751,M86.4,M864,710.12
752,Q90.1,Q901,758.1
753,G58.9,G589,351.0
754,T49.2,T492,976.0
755,T04.2,T042,1006.0
756,R45.3,R453,1004.0
757,L91.8,L918,701.0
758,S50.7,S507,915.0
759,C47.6,C476,170.2
760,K62.6,K626,556.0
761,Q77.5,Q775,756.0
762,F94.1,F941,313.0
763,L58,L58,938.0
764,M31.6,M316,446.5
765,Q00,Q00,752.1
766,E34.1,E341,259.0
767,I60.5,I605,430.1
768,J36,J36,474.0
769,L54,L54,695.8
770,O15,O15,642.1
771,J93.1,J931,506.0
772,G54.8,G548,353.0
773,C78.3,C783,198.2
774,Y50.9,Y509,969.0
775,D03.2,D032,172.11
776,N98.1,N981,1011.0
777,R46.4,R464,1019.0
778,Q03,Q03,752.2
779,S65.8,S658,1007.0
780,G23.1,G231,333.8
781,S84.0,S840,907.0
782,N14,N14,580.32
783,O03.9,O039,634.0
784,L85.2,L852,701.1
785,G25.8,G258,333.0
786,H60-H95.9,H60-H959,388.0
787,R43,R43,350.6
788,H49,H49,378.5
789,L27.2,L272,930.0
790,Z88.7,Z887,941.0
791,J34.2,J342,470.0
792,N98.1,N981,256.0
793,I21.0,I210,411.2
794,N13.1,N131,595.0
795,F44.0,F440,303.1
796,B18.1,B181,70.2
797,T80.4,T804,942.0
798,A39.0,A390,320.0
799,Q72.8,Q728,755.6
800,F91,F91,312.0
801,T80.4,T804,1011.0
802,F17.0,F170,318.0
803,G96.1,G961,349.0
804,F30-F39.9,F30-F399,296.0
805,O21.0,O210,643.1
806,K03.7,K037,521.0
807,O32.0,O320,652.0
808,R19.5,R195,579.8
809,L20.0,L200,939.0
810,B79,B79,134.1
811,N05.0,N050,580.32
812,N51,N51,608.0
813,J35,J35,474.2
814,H53.2,H532,368.2
815,T83.4,T834,857.0
816,I88.9,I889,289.4
817,Y46.4,Y464,979.0
818,O26.8,O268,646.0
819,O22.1,O221,671.0
820,D03.7,D037,172.11
821,C14.8,C148,149.0
822,X73,X73,297.2
823,J63.5,J635,500.2
824,T78.4,T784,949.0
825,O83.1,O831,669.0
826,K67.2,K672,90.0
827,O62.3,O623,661.0
828,M77.3,M773,726.4
829,O67.9,O679,635.2
830,P94.2,P942,656.0
831,O72.0,O720,635.3
832,T31.9,T319,1000.0
833,G37.5,G375,341.0
834,E10-E14.9,E10-E149,250.0
835,D48.3,D483,199.0
836,G93.6,G936,348.2
837,F93.1,F931,300.13
838,N16.5,N165,580.32
839,S00.2,S002,915.0
840,M51.9,M519,722.0
841,B72,B72,134.0
842,B01.1,B011,323.0
843,A19.0,A190,10.0
844,A66.2,A662,130.0
845,T95.3,T953,1000.0
846,I43,I43,425.2
847,C38.4,C384,165.0
848,C94.0,C940,204.0
849,H65,H65,381.1
850,T11.5,T115,1009.0
851,L94.0,L940,701.3
852,T95.3,T953,1012.0
853,E12.3,E123,250.23
854,G01,G01,320.0
855,S40,S40,915.0
856,A40.8,A408,38.1
857,M61.3,M613,728.1
858,B48.7,B487,117.0
859,C60-C63.9,C60-C639,187.1
860,D61.8,D618,284.0
861,S55.1,S551,1007.0
862,M51.3,M513,722.6
863,D26,D26,218.2
864,Y40-Y84.9,Y40-Y849,1011.0
865,E01.8,E018,244.2
866,A78,A78,480.1
867,B85-B89.9,B85-B899,132.1
868,T47.6,T476,973.0
869,S32.1,S321,805.0
870,A54.6,A546,90.2
871,Z46.1,Z461,389.0
872,S45.8,S458,1007.0
873,M46.8,M468,715.0
874,R62.8,R628,264.9
875,P13.3,P133,665.0
876,D38.2,D382,199.0
877,Q56.2,Q562,751.1
878,T61.2,T612,988.0
879,V97.8,V978,1009.0
880,S45.8,S458,1009.0
881,M34.9,M349,709.3
882,E76.1,E761,271.9
883,S32.1,S321,802.0
884,B45.0,B450,117.0
885,C81.3,C813,201.0
886,I37,I37,395.4
887,O72.2,O722,635.3
888,C93.7,C937,204.3
889,C13.8,C138,149.3
890,J62.0,J620,500.2
891,B76.1,B761,134.0
892,E65,E65,278.3
893,I69.1,I691,433.8
894,C72.2,C722,191.1
895,Q84.2,Q842,757.0
896,T17.2,T172,1001.0
897,R30.1,R301,599.8
898,M00-M25.9,M00-M259,716.9
899,N73.4,N734,614.0
900,R63.1,R631,276.8
901,B69.8,B698,134.1
902,K75.2,K752,70.9
903,L66.1,L661,695.7
904,P35.0,P350,657.0
905,M30,M30,446.0
906,I77.8,I778,447.0
907,M54.4,M544,764.0
908,G50,G50,352.1
909,C21.8,C218,153.0
910,A92.0,A920,79.0
911,S76.3,S763,1009.0
912,N00.6,N006,580.11
913,T06.4,T064,1009.0
914,F43.2,F432,304.0
915,Z22.0,Z220,1010.0
916,H19.3,H193,370.0
917,S72,S72,800.2
918,S79.8,S798,1009.0
919,L41.4,L414,696.2
920,B88.0,B880,132.0
921,J05.1,J051,465.0
922,C24.0,C240,159.3
923,F55,F55,316.0
924,N35.0,N350,597.1
925,M06.9,M069,714.1
926,C16.9,C169,151.0
927,F22.0,F220,295.2
928,R29.4,R294,741.0
929,J40-J47.9,J40-J479,497.0
930,D04.7,D047,172.3
931,T67.2,T672,1014.0
932,C44.7,C447,172.2
933,C05.9,C059,145.0
934,N35.1,N351,597.1
935,B46.9,B469,117.0
936,J98.3,J983,508.0
937,Z90.7,Z907,175.0
938,M66.3,M663,727.6
939,O23.9,O239,647.1
940,M16.7,M167,740.12
941,L70.4,L704,706.1
942,A21.3,A213,8.0
943,M76.2,M762,726.1
944,M21.6,M216,735.0
945,R06.6,R066,513.8
946,N35.1,N351,592.3
947,K01,K01,520.2
948,F80,F80,315.2
949,J31,J31,472.0
950,R19.1,R191,561.0
951,R06.4,R064,513.4
952,I61.2,I612,430.2
953,A82,A82,79.0
954,M86.0,M860,710.11
955,D28,D28,221.0
956,M01.2,M012,711.0
957,A16,A16,10.0
958,H50.5,H505,378.1
959,G58.8,G588,351.0
960,E11.9,E119,250.2
961,L12.0,L120,695.22
962,K91.5,K915,575.8
963,K51,K51,555.2
964,B41,B41,117.3
965,E34.2,E342,259.0
966,P07.2,P072,637.0
967,H51.8,H518,378.0
968,K92.9,K929,569.0
969,H34.9,H349,362.4
970,T51.1,T511,981.0
971,G81,G81,342.0
972,O75.2,O752,655.0
973,J20.6,J206,483.0
974,S92.7,S927,801.0
975,T96,T96,979.0
976,S61.0,S610,871.0
977,J20.6,J206,79.0
978,J16.8,J168,480.0
979,M02.3,M023,711.2
980,T80.9,T809,1011.0
981,M88.9,M889,731.1
982,A15.3,A153,10.0
983,I33,I33,420.3
984,G50.9,G509,352.1
985,M76.6,M766,726.3
986,A92.2,A922,323.0
987,T25,T25,1000.0
988,Q99.8,Q998,758.1
989,L87.1,L871,701.0
990,A44.0,A440,133.0
991,Q74.2,Q742,755.6
992,S83.0,S830,830.0
993,N91.0,N910,626.11
994,C31.9,C319,149.9
995,A07.9,A079,8.0
996,B65-B83.9,B65-B839,134.0
997,O04.4,O044,634.0
998,A95.1,A951,79.0
999,R22.9,R229,687.2
1000,L40.1,L401,695.21
1001,L40.1,L401,696.41
1002,F25.1,F251,295.1
1003,J22,J22,519.8
1004,J69.0,J690,501.0
1005,T87.4,T874,874.0
1006,E21.3,E213,252.1
1007,R68.0,R680,780.0
1008,T85.0,T850,859.0
1009,C46.9,C469,230.0
1010,Q89.8,Q898,759.0
1011,C69.5,C695,190.0
1012,K31.6,K316,537.0
1013,T25.2,T252,1000.0
1014,Y63.2,Y632,990.0
1015,B41.8,B418,117.3
1016,F65.9,F659,302.0
1017,I72.1,I721,442.8
1018,C95.7,C957,204.0
1019,Y24,Y24,297.0
1020,R89.6,R896,1010.0
1021,S22.4,S224,807.0
1022,T56.7,T567,985.0
1023,H02.6,H026,374.0
1024,P01.3,P013,658.0
1025,Q55.6,Q556,751.12
1026,H54,H54,367.9
1027,P92.8,P928,656.3
1028,S22.4,S224,803.3
1029,Q18.3,Q183,749.0
1030,S04.8,S048,907.0
1031,R04.1,R041,477.0
1032,H44.6,H446,1001.0
1033,M54.6,M546,760.0
1034,A98,A98,79.0
1035,N97.9,N979,626.8
1036,K60.0,K600,565.0
1037,Q33.5,Q335,748.0
1038,R94.3,R943,429.2
1039,B54,B54,133.0
1040,H18.0,H180,364.0
1041,B60.1,B601,136.0
1042,G96.0,G960,349.0
1043,D22.7,D227,216.0
1044,P35-P39.9,P35-P399,657.0
1045,L80,L80,694.1
1046,T45.2,T452,963.0
1047,C96.7,C967,202.2
1048,J21,J21,483.0
1049,G13.0,G130,357.0
1050,Q98.7,Q987,758.1
1051,Z83.2,Z832,1100.0
1052,S62.3,S623,804.0
1053,C16.2,C162,151.0
1054,B46,B46,117.0
1055,K02,K02,521.1
1056,O36.2,O362,655.0
1057,Y65.0,Y650,942.0
1058,C30-C39.9,C30-C399,165.0
1059,Q40.0,Q400,750.5
1060,J84.9,J849,504.0
1061,S83.6,S836,1009.0
1062,I89.1,I891,450.0
1063,H73.9,H739,384.0
1064,O00.9,O009,634.3
1065,P96.0,P960,656.0
1066,O74.8,O748,668.0
1067,C09.0,C090,149.1
1068,M87.9,M879,733.4
1069,C72.4,C724,191.1
1070,W19,W19,781.0
1071,C46.1,C461,230.0
1072,E07.8,E078,246.0
1073,I66.2,I662,433.2
1074,P80.9,P809,656.7
1075,J06.0,J060,465.0
1076,I40.9,I409,420.1
1077,S79,S79,1009.0
1078,R62.0,R620,264.3
1079,K08.9,K089,525.0
1080,D86,D86,697.0
1081,D64.3,D643,285.3
1082,R49,R49,473.4
1083,N85.6,N856,617.0
1084,G56.9,G569,351.0
1085,N39.0,N390,591.0
1086,H81.9,H819,386.0
1087,Q63.0,Q630,751.22
1088,C15.1,C151,150.0
1089,H66.0,H660,381.11
1090,I82.2,I822,452.0
1091,E66.2,E662,513.3
1092,A51.9,A519,90.0
1093,D12.5,D125,208.0
1094,B95.7,B957,41.1
1095,F60.3,F603,301.2
1096,D80.6,D806,279.1
1097,A05.1,A051,8.5
1098,Z38.6,Z386,651.0
1099,V49.2,V492,1011.0
1100,F32,F32,296.2
1101,G04.0,G040,323.0
1102,A59.0,A590,131.0
1103,R87.4,R874,1010.0
1104,T58,T58,986.0
1105,Z22.9,Z229,1010.0
1106,A48.4,A484,41.0
1107,I67.3,I673,324.0
1108,N34.0,N340,592.2
1109,H33.3,H333,361.0
1110,G95.0,G950,334.0
1111,J92,J92,507.0
1112,P20-P29.9,P20-P299,661.0
1113,A69,A69,130.0
1114,C43,C43,172.11
1115,C92.2,C922,204.2
1116,M87.3,M873,733.4
1117,T66,T66,990.0
1118,H94.0,H940,389.5
1119,Q73.0,Q730,755.4
1120,H18.6,H186,364.41
1121,D56.0,D560,282.8
1122,D36.1,D361,215.0
1123,H68.1,H681,381.2
1124,G06,G06,324.0
1125,N89.1,N891,620.0
1126,H03.1,H031,369.0
1127,F51.5,F515,327.4
1128,T83.8,T838,857.0
1129,G94.0,G940,331.1
1130,I98.2,I982,530.2
1131,C10.1,C101,149.1
1132,E76,E76,277.0
1133,N49.9,N499,601.8
1134,P76.0,P760,656.6
1135,O89.8,O898,668.0
1136,T29.2,T292,1000.0
1137,T09.5,T095,915.0
1138,H80.8,H808,383.0
1139,Q10.4,Q104,749.0
1140,N15.9,N159,590.0
1141,O46.0,O460,635.2
1142,A08.2,A082,8.6
1143,R04,R04,516.1
1144,R93.7,R937,793.0
1145,T09.5,T095,1009.0
1146,D02.1,D021,165.0
1147,L23.7,L237,931.0
1148,H10.4,H104,371.2
1149,E66.8,E668,278.1
1150,M25.0,M250,741.5
1151,S98.1,S981,872.0
1152,Z94.7,Z947,364.9
1153,Q93.7,Q937,758.1
1154,K41.3,K413,550.3
1155,P77,P77,656.6
1156,N80.9,N809,615.0
1157,G80,G80,343.0
1158,Q33,Q33,748.0
1159,G04.8,G048,323.0
1160,O89.9,O899,668.0
1161,S29.8,S298,1009.0
1162,O29.1,O291,646.0
1163,F65.0,F650,302.0
1164,C78.7,C787,198.4
1165,K51.0,K510,555.21
1166,G04.8,G048,323.8
1167,F66.0,F660,302.0
1168,L55.9,L559,938.1
1169,M51.4,M514,722.3
1170,Q43,Q43,750.21
1171,H26.0,H260,366.1
1172,M00.0,M000,41.1
1173,K10.0,K100,526.9
1174,I80.3,I803,451.2
1175,M61.4,M614,728.1
1176,D13.0,D130,211.0
1177,T25.0,T250,1000.0
1178,S71.1,S711,871.0
1179,D16.5,D165,213.0
1180,M15-M19.9,M15-M199,716.9
1181,D33.3,D333,225.1
1182,N13.3,N133,595.0
1183,L68.1,L681,704.2
1184,J85.0,J850,480.5
1185,C50.5,C505,174.11
1186,K13.0,K130,528.5
1187,F14.9,F149,316.0
1188,A07.0,A070,8.7
1189,D39.9,D399,184.2
1190,O65.5,O655,652.0
1191,D80.4,D804,279.11
1192,T18.8,T188,1001.0
1193,Q78.5,Q785,756.5
1194,T69.1,T691,1014.0
1195,H40.3,H403,365.0
1196,A01.4,A014,8.0
1197,T32.2,T322,1000.0
1198,R68,R68,1005.0
1199,B34.1,B341,79.0
1200,S13.0,S130,830.0
1201,O80.8,O808,650.0
1202,C18.0,C180,153.2
1203,C40,C40,170.1
1204,F11.3,F113,316.0
1205,I25.0,I250,440.0
1206,Q56,Q56,751.1
1207,N02.1,N021,580.12
1208,H54.3,H543,367.9
1209,Q82.5,Q825,217.0
1210,C38.1,C381,164.0
1211,C81.7,C817,201.0
1212,C62.9,C629,187.2
1213,E83.0,E830,275.2
1214,G21.3,G213,349.0
1215,C92.7,C927,204.2
1216,Z65.5,Z655,317.1
1217,H11.2,H112,372.0
1218,S68.1,S681,872.0
1219,F15.3,F153,316.0
1220,A28.9,A289,41.0
1221,J32,J32,475.0
1222,K26.1,K261,531.3
1223,H70.9,H709,381.3
1224,C38.8,C388,164.0
1225,C50.3,C503,174.11
1226,R45.0,R450,1004.0
1227,M92.0,M920,732.1
1228,S01,S01,870.3
1229,S85.7,S857,1007.0
1230,H54.7,H547,367.9
1231,A00-B99.9,A00-B999,8.0
1232,M15.3,M153,740.9
1233,L57,L57,938.2
1234,E61.8,E618,263.0
1235,E23.6,E236,253.0
1236,A39.3,A393,38.1
1237,K55.8,K558,441.0
1238,G47.1,G471,291.8
1239,E05.3,E053,242.0
1240,S02,S02,819.0
1241,S07.1,S071,1006.0
1242,Z73.5,Z735,389.0
1243,C02.4,C024,145.2
1244,B90.9,B909,10.0
1245,T84.0,T840,858.0
1246,P54.3,P543,656.4
1247,L98.6,L986,701.0
1248,S07.1,S071,819.0
1249,K72.1,K721,571.8
1250,B22.7,B227,71.1
1251,G72.9,G729,359.2
1252,F09,F09,290.0
1253,B57.0,B570,133.0
1254,N64.4,N644,613.5
1255,B38.8,B388,117.2
1256,N85.1,N851,621.0
1257,P74.0,P740,656.3
1258,F66.9,F669,302.0
1259,T05.8,T058,1009.0
1260,D16.9,D169,213.0
1261,M96.2,M962,737.1
1262,B38,B38,117.2
1263,L81.4,L814,694.2
1264,T92.6,T926,1006.0
1265,M71.2,M712,727.5
1266,B88.2,B882,132.0
1267,Q42.3,Q423,750.21
